delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference,Calculated_delay_flag
9591.0,ekart,clothing,ev van,express,north,hot,295.9,23.18,14,7,yes,failed,2,1599.04,7,Late
9592.0,blue dart,automobile parts,ev van,same day,east,stormy,267.2,6.43,15,8,yes,delayed,2,1455.29,7,Late
9593.0,ecom express,electronics,van,two day,west,rainy,58.7,42.77,6,16,no,delivered,5,421.81,-10,On-Time
9594.0,blue dart,groceries,ev bike,standard,north,hot,192.3,28.11,3,24,no,delivered,5,1045.83,-21,On-Time
9595.0,fedex,documents,bike,same day,south,hot,80.7,23.0,3,8,no,delivered,3,572.5,-5,On-Time
9596.0,fedex,groceries,van,two day,north,clear,162.8,27.89,7,16,no,delivered,4,897.67,-9,On-Time
9597.0,xpressbees,documents,van,two day,central,foggy,138.3,15.11,5,16,no,delivered,4,736.83,-11,On-Time
9598.0,amazon logistics,documents,van,two day,north,stormy,78.0,25.45,6,16,no,delivered,3,466.35,-10,On-Time
9599.0,shadowfax,cosmetics,ev van,two day,central,cold,162.3,11.29,7,16,no,delivered,5,845.37,-9,On-Time
9600.0,xpressbees,electronics,truck,same day,central,cold,203.7,42.7,5,8,no,delivered,5,1246.6,-3,On-Time
9601.0,shadowfax,clothing,van,standard,south,rainy,206.1,8.32,12,24,no,delivered,5,1055.46,-12,On-Time
9602.0,dhl,documents,van,standard,west,foggy,55.5,31.42,4,24,no,delivered,4,371.76,-20,On-Time
9603.0,blue dart,fragile items,truck,express,north,clear,7.1,31.07,2,2,yes,delayed,2,178.71,0,On-Time
9604.0,blue dart,groceries,scooter,two day,north,clear,239.0,14.56,6,16,no,delivered,5,1238.68,-10,On-Time
9605.0,dhl,electronics,scooter,standard,west,foggy,198.3,48.29,10,24,no,delivered,4,1136.37,-14,On-Time
9606.0,delhivery,furniture,truck,two day,west,cold,136.8,33.67,6,16,no,delivered,5,785.01,-10,On-Time
9607.0,ekart,pharmacy,scooter,same day,south,foggy,190.5,29.7,8,8,yes,failed,2,1141.6,0,On-Time
9608.0,fedex,furniture,ev bike,same day,east,rainy,265.8,37.54,9,8,yes,failed,2,1541.62,1,Late
9609.0,fedex,electronics,ev van,standard,east,rainy,110.2,38.66,5,24,no,delivered,4,666.98,-19,On-Time
9610.0,amazon logistics,fragile items,van,express,east,hot,134.5,0.67,6,4,yes,delayed,3,723.58,2,Late
9611.0,ecom express,fragile items,truck,express,south,stormy,157.2,26.06,10,5,yes,failed,1,914.18,5,Late
9612.0,xpressbees,automobile parts,scooter,express,central,foggy,206.3,41.13,8,6,yes,delayed,3,1204.89,2,Late
9613.0,delhivery,automobile parts,ev bike,two day,west,foggy,148.2,4.24,6,16,no,delivered,4,753.72,-10,On-Time
9614.0,dhl,documents,scooter,express,east,cold,214.4,26.6,6,6,no,delivered,5,1201.8,0,On-Time
9615.0,xpressbees,groceries,truck,two day,east,clear,82.9,42.31,5,16,no,delivered,4,541.43,-11,On-Time
9616.0,shadowfax,automobile parts,van,two day,south,hot,37.5,37.05,3,16,no,delivered,4,298.65,-13,On-Time
9617.0,fedex,furniture,ev bike,same day,south,cold,19.8,22.57,2,8,no,delivered,5,266.71,-6,On-Time
9618.0,dhl,fragile items,scooter,express,west,hot,25.8,11.97,3,2,yes,delayed,2,214.91,1,Late
9619.0,dhl,pharmacy,scooter,standard,north,stormy,7.4,3.4,8,24,no,delivered,4,95.6674,-16,On-Time
9620.0,shadowfax,automobile parts,ev bike,standard,north,stormy,294.6,41.02,13,24,no,delivered,5,1596.06,-11,On-Time
9621.0,blue dart,electronics,truck,same day,north,cold,227.7,48.67,6,8,no,delivered,4,1384.51,-2,On-Time
9622.0,fedex,cosmetics,truck,standard,central,clear,161.8,29.0,4,24,no,delivered,4,896.0,-20,On-Time
9623.0,blue dart,fragile items,ev bike,two day,central,hot,79.4,45.55,3,16,no,delivered,4,533.65,-13,On-Time
9624.0,xpressbees,clothing,scooter,express,central,rainy,219.4,24.76,10,6,yes,failed,2,1221.28,4,Late
9625.0,amazon logistics,cosmetics,scooter,express,south,clear,297.1,10.93,7,7,no,delivered,4,1576.79,0,On-Time
9626.0,fedex,clothing,ev van,same day,south,clear,109.1,2.18,2,8,no,delivered,5,652.04,-6,On-Time
9627.0,dhl,automobile parts,bike,standard,south,clear,115.0,35.52,3,24,no,delivered,5,681.56,-21,On-Time
9628.0,ecom express,automobile parts,truck,two day,west,stormy,255.4,25.02,11,16,no,delivered,4,1352.06,-5,On-Time
9629.0,shadowfax,electronics,van,same day,west,clear,116.4,44.34,4,8,no,delivered,5,815.02,-4,On-Time
9630.0,dhl,furniture,bike,two day,central,hot,263.9,9.92,5,16,no,delivered,3,1349.26,-11,On-Time
9631.0,delhivery,groceries,ev van,two day,south,clear,51.9,43.93,1,16,no,delivered,4,391.29,-15,On-Time
9632.0,delhivery,automobile parts,ev bike,standard,central,rainy,274.2,39.57,12,24,no,delivered,5,1489.71,-12,On-Time
9633.0,blue dart,documents,scooter,two day,central,foggy,41.7,47.37,3,16,no,delivered,5,350.61,-13,On-Time
9634.0,ekart,cosmetics,ev bike,standard,north,cold,220.9,41.3,4,24,no,delivered,4,1228.4,-20,On-Time
9635.0,xpressbees,clothing,ev bike,two day,south,clear,96.0,20.21,4,16,no,delivered,4,540.63,-12,On-Time
9636.0,fedex,clothing,truck,express,north,foggy,243.2,39.48,10,6,yes,delayed,2,1384.44,4,Late
9637.0,ecom express,automobile parts,ev van,express,central,clear,51.5,32.26,2,3,no,delivered,5,404.28,-1,On-Time
9638.0,fedex,groceries,scooter,two day,east,rainy,190.7,46.23,9,16,no,delivered,4,1092.19,-7,On-Time
9639.0,ecom express,cosmetics,bike,express,north,stormy,152.5,38.71,11,5,yes,delayed,2,928.63,6,Late
9640.0,fedex,automobile parts,ev bike,two day,east,hot,87.0,23.04,4,16,no,delivered,4,504.12,-12,On-Time
9641.0,dhl,automobile parts,van,standard,north,stormy,146.4,46.61,12,24,no,delivered,5,871.83,-12,On-Time
9642.0,xpressbees,electronics,bike,standard,south,stormy,288.0,26.42,10,24,no,delivered,5,1519.26,-14,On-Time
9643.0,fedex,documents,ev van,express,east,foggy,227.7,13.2,9,6,yes,delayed,3,1228.1,3,Late
9644.0,ekart,cosmetics,van,express,north,rainy,18.4,1.78,4,2,yes,failed,1,147.34,2,Late
9645.0,fedex,automobile parts,ev van,two day,central,stormy,293.3,18.87,17,16,yes,failed,1,1523.11,1,Late
9646.0,shadowfax,automobile parts,ev bike,two day,east,hot,216.4,46.9,5,16,no,delivered,5,1222.7,-11,On-Time
9647.0,dhl,cosmetics,scooter,express,west,stormy,76.6,41.78,4,3,yes,delayed,2,558.34,1,Late
9648.0,xpressbees,electronics,ev bike,same day,south,clear,288.1,26.07,9,8,yes,delayed,2,1618.71,1,Late
9649.0,ecom express,cosmetics,van,express,west,cold,149.1,3.09,3,4,no,delivered,3,804.77,-1,On-Time
9650.0,dhl,documents,truck,express,east,rainy,163.4,32.05,10,5,yes,delayed,2,963.15,5,Late
9651.0,ekart,fragile items,scooter,express,east,stormy,75.1,43.45,6,3,yes,delayed,2,555.85,3,Late
9652.0,dhl,furniture,bike,standard,south,hot,297.1,9.54,12,24,no,delivered,5,1523.12,-12,On-Time
9653.0,amazon logistics,clothing,scooter,same day,north,cold,92.0,20.57,3,8,no,delivered,4,621.71,-5,On-Time
9654.0,blue dart,fragile items,scooter,standard,east,stormy,193.0,47.72,9,24,no,delivered,5,1108.16,-15,On-Time
9655.0,ecom express,automobile parts,truck,express,south,cold,175.4,21.72,7,5,yes,delayed,2,992.16,2,Late
9656.0,dhl,furniture,ev van,standard,east,foggy,214.5,39.5,11,24,no,delivered,4,1191.0,-13,On-Time
9657.0,amazon logistics,fragile items,scooter,express,east,clear,23.0,9.26,3,2,yes,delayed,3,192.78,1,Late
9658.0,amazon logistics,electronics,ev bike,same day,south,clear,149.5,25.53,3,8,no,delivered,5,924.09,-5,On-Time
9659.0,amazon logistics,documents,ev bike,same day,north,cold,69.8,14.37,4,8,no,delivered,4,492.11,-4,On-Time
9660.0,ecom express,clothing,ev bike,same day,south,clear,37.6,11.25,2,8,no,delivered,5,321.75,-6,On-Time
9661.0,blue dart,documents,ev bike,same day,south,cold,158.1,40.96,5,8,no,delivered,4,1013.38,-3,On-Time
9662.0,shadowfax,groceries,bike,express,south,foggy,136.5,49.52,7,4,yes,delayed,2,882.41,3,Late
9663.0,delhivery,groceries,scooter,two day,west,cold,136.8,26.03,5,16,no,delivered,5,762.09,-11,On-Time
9664.0,ekart,documents,ev van,same day,south,cold,114.6,19.01,3,8,no,delivered,5,730.03,-5,On-Time
9665.0,delhivery,furniture,truck,standard,west,clear,94.4,41.67,4,24,no,delivered,5,597.01,-20,On-Time
9666.0,xpressbees,clothing,scooter,standard,north,stormy,9.6,27.51,4,24,no,delivered,4,130.53,-20,On-Time
9667.0,shadowfax,groceries,ev van,same day,west,clear,178.4,25.28,7,8,no,delivered,4,1067.84,-1,On-Time
9668.0,xpressbees,fragile items,scooter,standard,west,rainy,273.2,8.18,10,24,no,delivered,4,1390.54,-14,On-Time
9669.0,blue dart,pharmacy,scooter,standard,west,cold,147.7,22.41,6,24,no,delivered,4,805.73,-18,On-Time
9670.0,ekart,electronics,ev van,standard,west,cold,88.8,41.19,2,24,no,delivered,5,567.57,-22,On-Time
9671.0,xpressbees,documents,ev van,two day,south,clear,93.1,20.91,3,16,no,delivered,5,528.23,-13,On-Time
9672.0,amazon logistics,fragile items,van,standard,south,cold,79.0,9.0,3,24,no,delivered,5,422.0,-21,On-Time
9673.0,amazon logistics,clothing,truck,standard,central,rainy,132.1,3.25,8,24,no,delivered,5,670.25,-16,On-Time
9674.0,delhivery,automobile parts,truck,two day,central,foggy,17.1,37.92,3,16,no,delivered,5,199.26,-13,On-Time
9675.0,dhl,documents,scooter,standard,east,stormy,71.7,30.4,8,24,no,delivered,4,449.7,-16,On-Time
9676.0,delhivery,pharmacy,truck,standard,west,rainy,282.9,15.42,12,24,no,delivered,5,1460.76,-12,On-Time
9677.0,amazon logistics,furniture,bike,two day,central,clear,137.1,19.58,5,16,no,delivered,4,744.24,-11,On-Time
9678.0,blue dart,pharmacy,ev van,standard,central,rainy,14.9,16.67,4,24,no,delivered,5,124.51,-20,On-Time
9679.0,amazon logistics,fragile items,ev bike,standard,north,clear,4.5,15.13,0,24,no,delivered,3,95.6674,-24,On-Time
9680.0,blue dart,clothing,bike,two day,east,stormy,293.8,1.92,13,16,no,delivered,5,1474.76,-3,On-Time
9681.0,delhivery,groceries,truck,standard,west,stormy,234.5,22.48,11,24,no,delivered,4,1239.94,-13,On-Time
9682.0,amazon logistics,pharmacy,bike,express,east,rainy,80.1,43.02,4,3,yes,delayed,2,579.56,1,Late
9683.0,dhl,documents,bike,express,east,cold,99.8,48.93,4,4,yes,failed,1,695.79,0,On-Time
9684.0,dhl,groceries,truck,standard,west,hot,226.9,5.49,9,24,no,delivered,4,1150.97,-15,On-Time
9685.0,shadowfax,fragile items,ev bike,express,south,foggy,192.7,8.87,5,5,yes,delayed,2,1040.11,0,On-Time
9686.0,ekart,documents,ev van,standard,east,foggy,198.3,21.32,8,24,no,delivered,4,1055.46,-16,On-Time
9687.0,xpressbees,clothing,scooter,two day,west,foggy,112.7,6.94,5,16,no,delivered,5,584.32,-11,On-Time
9688.0,dhl,pharmacy,ev van,standard,west,stormy,251.5,31.18,15,24,no,delivered,4,1351.04,-9,On-Time
9689.0,ekart,electronics,truck,express,east,cold,212.7,34.85,8,6,yes,delayed,3,1218.05,2,Late
9690.0,dhl,electronics,van,standard,east,rainy,218.3,35.02,12,24,no,delivered,5,1196.56,-12,On-Time
9691.0,delhivery,fragile items,van,standard,south,rainy,59.9,46.63,5,24,no,delivered,4,439.39,-19,On-Time
9692.0,ekart,documents,ev bike,same day,north,foggy,91.8,8.04,2,8,no,delivered,4,583.12,-6,On-Time
9693.0,shadowfax,clothing,van,express,west,rainy,109.3,39.24,4,4,yes,failed,1,714.22,0,On-Time
9694.0,blue dart,pharmacy,van,express,central,stormy,92.1,31.03,5,3,yes,delayed,2,603.59,2,Late
9695.0,blue dart,furniture,van,express,central,clear,61.3,37.48,3,3,no,delivered,5,468.94,0,On-Time
9696.0,shadowfax,furniture,scooter,standard,south,cold,202.5,13.89,6,24,no,delivered,4,1054.17,-18,On-Time
9697.0,dhl,groceries,van,two day,south,rainy,195.3,9.58,7,16,no,delivered,5,1005.24,-9,On-Time
9698.0,blue dart,clothing,bike,two day,west,rainy,165.4,31.83,8,16,no,delivered,5,922.49,-8,On-Time
9699.0,xpressbees,fragile items,ev van,express,west,rainy,184.3,14.06,11,5,yes,delayed,2,1013.68,6,Late
9700.0,xpressbees,electronics,scooter,standard,south,hot,291.9,43.23,13,24,no,delivered,4,1589.19,-11,On-Time
9701.0,delhivery,furniture,van,two day,south,rainy,21.5,49.52,5,16,no,delivered,4,257.41,-11,On-Time
9702.0,blue dart,documents,scooter,express,east,stormy,202.5,42.52,8,6,yes,delayed,2,1190.06,2,Late
9703.0,dhl,pharmacy,truck,standard,east,hot,243.1,36.64,5,24,no,delivered,3,1325.42,-19,On-Time
9704.0,xpressbees,furniture,scooter,standard,west,hot,131.6,45.2,5,24,no,delivered,4,793.6,-19,On-Time
9705.0,delhivery,groceries,scooter,two day,west,stormy,93.6,43.96,9,16,no,delivered,5,599.88,-7,On-Time
9706.0,amazon logistics,furniture,scooter,standard,east,stormy,165.0,37.81,7,24,no,delivered,4,938.43,-17,On-Time
9707.0,ekart,documents,ev van,express,west,foggy,228.9,27.98,5,6,no,delivered,5,1278.44,-1,On-Time
9708.0,blue dart,clothing,ev van,same day,north,clear,259.8,46.14,6,8,no,delivered,3,1537.42,-2,On-Time
9709.0,amazon logistics,automobile parts,ev bike,express,south,clear,199.0,13.58,5,5,no,delivered,4,1085.74,0,On-Time
9710.0,delhivery,pharmacy,scooter,standard,south,rainy,193.4,24.92,10,24,no,delivered,4,1041.76,-14,On-Time
9711.0,blue dart,pharmacy,truck,same day,west,hot,268.8,12.77,8,8,yes,delayed,2,1482.31,0,On-Time
9712.0,ecom express,automobile parts,ev bike,standard,north,hot,160.3,20.25,7,24,no,delivered,3,862.25,-17,On-Time
9713.0,fedex,automobile parts,truck,two day,central,stormy,108.9,38.08,6,16,no,delivered,5,658.74,-10,On-Time
9714.0,fedex,pharmacy,ev van,express,east,hot,57.3,21.73,4,3,yes,delayed,2,401.69,1,Late
9715.0,xpressbees,fragile items,scooter,same day,north,hot,41.1,4.7,2,8,no,delivered,5,319.6,-6,On-Time
9716.0,shadowfax,furniture,van,two day,south,stormy,112.2,6.77,9,16,no,delivered,5,581.31,-7,On-Time
9717.0,shadowfax,documents,scooter,two day,north,foggy,9.4,9.29,4,16,no,delivered,5,95.6674,-12,On-Time
9718.0,delhivery,pharmacy,ev bike,express,south,rainy,191.9,16.7,9,5,yes,delayed,2,1059.6,4,Late
9719.0,fedex,automobile parts,bike,standard,west,clear,262.7,10.92,7,24,no,delivered,5,1346.26,-17,On-Time
9720.0,ekart,fragile items,scooter,standard,north,clear,192.9,26.12,4,24,no,delivered,3,1042.86,-20,On-Time
9721.0,amazon logistics,furniture,ev bike,express,east,clear,294.3,13.88,7,7,no,delivered,4,1563.14,0,On-Time
9722.0,fedex,automobile parts,bike,express,west,hot,277.4,20.93,9,7,yes,failed,1,1499.79,2,Late
9723.0,blue dart,clothing,scooter,two day,south,hot,178.5,27.65,5,16,no,delivered,4,975.45,-11,On-Time
9724.0,amazon logistics,electronics,ev bike,express,north,stormy,40.0,46.64,4,2,yes,delayed,3,389.92,2,Late
9725.0,ekart,groceries,scooter,two day,west,stormy,59.6,27.11,8,16,no,delivered,4,379.33,-8,On-Time
9726.0,ekart,clothing,truck,express,south,stormy,107.2,28.92,8,4,yes,delayed,2,672.76,4,Late
9727.0,ecom express,automobile parts,van,two day,east,rainy,52.0,26.72,4,16,no,delivered,4,340.16,-12,On-Time
9728.0,xpressbees,clothing,van,express,east,clear,124.8,38.38,5,4,yes,delayed,2,789.14,1,Late
9729.0,amazon logistics,furniture,van,two day,east,hot,297.1,7.04,8,16,no,delivered,5,1513.12,-8,On-Time
9730.0,shadowfax,cosmetics,ev van,same day,east,stormy,297.1,45.83,11,8,yes,delayed,3,1632.7206,3,Late
9731.0,ecom express,electronics,ev bike,standard,south,cold,225.9,5.26,5,24,no,delivered,4,1145.28,-19,On-Time
9732.0,blue dart,electronics,ev bike,two day,north,hot,184.3,22.73,4,16,no,delivered,3,989.69,-12,On-Time
9733.0,shadowfax,furniture,ev bike,standard,central,foggy,255.8,34.72,11,24,no,delivered,4,1383.16,-13,On-Time
9734.0,ekart,automobile parts,van,two day,west,foggy,288.7,24.12,13,16,no,delivered,3,1515.86,-3,On-Time
9735.0,dhl,electronics,bike,two day,west,foggy,254.9,1.56,10,16,no,delivered,5,1279.18,-6,On-Time
9736.0,ekart,electronics,bike,standard,south,clear,195.7,27.1,3,24,no,delivered,5,1059.8,-21,On-Time
9737.0,blue dart,automobile parts,van,same day,north,rainy,146.6,26.07,9,8,yes,delayed,3,911.21,1,Late
9738.0,dhl,pharmacy,ev van,two day,west,rainy,113.1,25.15,6,16,no,delivered,3,640.95,-10,On-Time
9739.0,ecom express,cosmetics,van,two day,central,cold,132.0,3.83,4,16,no,delivered,3,671.49,-12,On-Time
9740.0,shadowfax,documents,ev van,express,south,rainy,48.9,20.59,8,2,yes,delayed,2,356.27,6,Late
9741.0,dhl,documents,truck,express,north,clear,79.5,1.01,2,3,no,delivered,4,450.53,-1,On-Time
9742.0,dhl,furniture,truck,two day,east,stormy,229.7,9.43,12,16,no,delivered,3,1176.79,-4,On-Time
9743.0,fedex,clothing,bike,express,central,rainy,192.3,29.84,6,5,yes,delayed,2,1101.02,1,Late
9744.0,ekart,groceries,ev bike,same day,east,clear,95.4,12.98,2,8,no,delivered,4,615.94,-6,On-Time
9745.0,fedex,automobile parts,ev van,standard,south,foggy,154.6,4.85,8,24,no,delivered,5,787.55,-16,On-Time
9746.0,xpressbees,cosmetics,truck,same day,central,clear,112.4,26.08,4,8,no,delivered,3,740.24,-4,On-Time
9747.0,ekart,fragile items,ev van,express,south,foggy,72.5,13.43,4,3,yes,failed,2,452.79,1,Late
9748.0,shadowfax,furniture,scooter,express,south,hot,32.8,16.78,2,2,yes,delayed,2,264.34,0,On-Time
9749.0,xpressbees,fragile items,van,two day,south,stormy,159.8,3.32,7,16,no,delivered,4,808.96,-9,On-Time
9750.0,fedex,groceries,ev van,same day,north,cold,189.1,24.3,7,8,no,delivered,5,1118.4,-1,On-Time
9751.0,ekart,pharmacy,truck,same day,central,cold,3.6,33.72,0,8,no,delivered,4,208.66,-8,On-Time
9752.0,fedex,cosmetics,ev bike,same day,south,cold,12.4,15.99,1,8,no,delivered,4,209.97,-7,On-Time
9753.0,amazon logistics,fragile items,van,two day,west,hot,56.8,22.95,2,16,no,delivered,4,352.85,-14,On-Time
9754.0,blue dart,automobile parts,truck,same day,east,stormy,225.3,12.36,12,8,yes,delayed,2,1263.58,4,Late
9755.0,shadowfax,electronics,van,standard,west,clear,220.4,26.96,8,24,no,delivered,3,1182.88,-16,On-Time
9756.0,xpressbees,fragile items,ev bike,same day,north,foggy,125.9,15.2,7,8,no,delivered,3,775.1,-1,On-Time
9757.0,ekart,cosmetics,bike,same day,east,cold,297.1,40.81,10,8,yes,delayed,2,1632.7206,2,Late
9758.0,dhl,cosmetics,truck,standard,central,clear,152.2,11.3,5,24,no,delivered,5,794.9,-19,On-Time
9759.0,amazon logistics,electronics,ev van,standard,central,hot,197.5,28.38,8,24,no,delivered,4,1072.64,-16,On-Time
9760.0,dhl,furniture,bike,express,north,foggy,161.0,11.0,9,5,yes,delayed,2,888.0,4,Late
9761.0,shadowfax,automobile parts,van,same day,west,cold,279.4,2.04,6,8,no,delivered,4,1503.12,-2,On-Time
9762.0,blue dart,automobile parts,truck,standard,central,rainy,39.4,43.25,6,24,no,delivered,4,326.75,-18,On-Time
9763.0,ecom express,documents,bike,express,west,foggy,17.5,35.57,4,2,yes,delayed,3,244.21,2,Late
9764.0,shadowfax,furniture,bike,standard,east,hot,165.5,2.97,6,24,no,delivered,3,836.41,-18,On-Time
9765.0,xpressbees,fragile items,bike,same day,north,foggy,196.8,3.48,8,8,yes,failed,2,1094.44,0,On-Time
9766.0,shadowfax,automobile parts,scooter,express,east,cold,251.6,49.26,6,7,no,delivered,5,1455.78,-1,On-Time
9767.0,dhl,documents,ev van,standard,north,foggy,147.5,36.14,7,24,no,delivered,4,845.92,-17,On-Time
9768.0,dhl,fragile items,bike,express,west,foggy,51.3,4.3,6,3,yes,delayed,2,319.4,3,Late
9769.0,xpressbees,fragile items,truck,two day,east,hot,109.2,8.8,4,16,no,delivered,3,572.4,-12,On-Time
9770.0,amazon logistics,clothing,van,standard,north,rainy,234.6,24.36,11,24,no,delivered,5,1246.08,-13,On-Time
9771.0,blue dart,electronics,truck,express,west,hot,87.0,20.27,1,3,no,delivered,3,545.81,-2,On-Time
9772.0,amazon logistics,electronics,ev van,standard,east,hot,257.8,43.73,7,24,no,delivered,5,1420.19,-17,On-Time
9773.0,amazon logistics,clothing,ev van,two day,east,cold,36.9,32.85,2,16,no,delivered,3,283.05,-14,On-Time
9774.0,delhivery,cosmetics,bike,express,south,stormy,127.9,49.12,7,4,yes,delayed,2,836.86,3,Late
9775.0,delhivery,groceries,bike,same day,east,cold,213.8,14.07,6,8,no,delivered,4,1211.21,-2,On-Time
9776.0,xpressbees,cosmetics,van,two day,north,stormy,107.6,14.43,7,16,no,delivered,5,581.29,-9,On-Time
9777.0,amazon logistics,electronics,ev bike,standard,north,foggy,199.3,33.15,6,24,no,delivered,4,1095.95,-18,On-Time
9778.0,dhl,pharmacy,ev bike,express,west,cold,295.1,44.64,10,7,yes,delayed,3,1632.7206,3,Late
9779.0,shadowfax,cosmetics,truck,standard,central,foggy,13.8,43.56,3,24,no,delivered,3,199.68,-21,On-Time
9780.0,ecom express,automobile parts,ev van,two day,north,rainy,10.8,25.68,3,16,no,delivered,4,131.04,-13,On-Time
9781.0,ekart,documents,scooter,same day,north,hot,181.0,18.12,8,8,yes,delayed,2,1059.36,0,On-Time
9782.0,ekart,furniture,ev bike,express,east,rainy,285.8,6.85,9,7,yes,delayed,2,1499.55,2,Late
9783.0,ecom express,furniture,ev van,express,east,clear,147.6,35.9,4,4,no,delivered,4,895.7,0,On-Time
9784.0,ekart,groceries,ev van,standard,south,clear,140.1,32.68,3,24,no,delivered,4,798.54,-21,On-Time
9785.0,fedex,pharmacy,ev bike,two day,central,hot,68.6,33.57,2,16,no,delivered,5,443.71,-14,On-Time
9786.0,dhl,pharmacy,ev bike,standard,central,rainy,110.2,7.57,10,24,no,delivered,3,573.71,-14,On-Time
9787.0,fedex,fragile items,scooter,standard,west,foggy,3.6,27.02,4,24,no,delivered,5,95.6674,-20,On-Time
9788.0,ekart,electronics,ev bike,express,central,foggy,157.8,42.33,9,5,yes,delayed,2,965.99,4,Late
9789.0,xpressbees,clothing,scooter,express,east,foggy,244.9,36.12,10,6,yes,delayed,3,1382.86,4,Late
9790.0,xpressbees,pharmacy,van,two day,north,hot,234.5,23.86,5,16,no,delivered,5,1244.08,-11,On-Time
9791.0,blue dart,pharmacy,bike,express,north,cold,132.7,39.83,5,4,yes,failed,2,832.99,1,Late
9792.0,fedex,automobile parts,scooter,express,central,rainy,131.7,21.2,10,4,yes,delayed,2,772.1,6,Late
9793.0,delhivery,cosmetics,bike,standard,north,clear,203.6,31.41,4,24,no,delivered,5,1112.23,-20,On-Time
9794.0,blue dart,electronics,van,express,north,stormy,280.7,35.49,11,7,yes,delayed,2,1559.97,4,Late
9795.0,ecom express,furniture,bike,express,west,cold,222.9,44.43,5,6,no,delivered,3,1297.79,-1,On-Time
9796.0,fedex,fragile items,ev bike,same day,east,rainy,150.1,14.58,5,8,no,delivered,5,894.24,-3,On-Time
9797.0,shadowfax,fragile items,truck,two day,south,foggy,273.2,35.4,8,16,no,delivered,3,1472.2,-8,On-Time
9798.0,amazon logistics,fragile items,truck,same day,central,hot,296.3,11.03,5,8,no,delivered,5,1614.59,-3,On-Time
9799.0,xpressbees,furniture,ev bike,two day,west,foggy,215.3,25.42,9,16,no,delivered,5,1152.76,-7,On-Time
9800.0,amazon logistics,electronics,ev bike,same day,south,stormy,271.2,25.36,9,8,yes,failed,1,1532.08,1,Late
9801.0,xpressbees,clothing,ev bike,same day,south,cold,282.3,49.23,8,8,yes,delayed,2,1632.7206,0,On-Time
9802.0,fedex,fragile items,truck,express,west,clear,171.5,13.45,4,5,no,delivered,4,947.85,-1,On-Time
9803.0,shadowfax,groceries,scooter,two day,south,clear,88.9,15.64,2,16,no,delivered,3,491.42,-14,On-Time
9804.0,ekart,cosmetics,ev bike,two day,south,clear,220.1,29.9,5,16,no,delivered,4,1190.2,-11,On-Time
9805.0,ecom express,electronics,van,standard,central,stormy,50.6,2.95,7,24,no,delivered,4,261.85,-17,On-Time
9806.0,blue dart,furniture,bike,express,central,hot,100.9,4.65,3,4,no,delivered,4,568.45,-1,On-Time
9807.0,amazon logistics,automobile parts,van,same day,central,clear,120.1,48.71,2,8,no,delivered,5,846.63,-6,On-Time
9808.0,amazon logistics,documents,scooter,express,east,hot,254.4,9.94,4,7,no,delivered,4,1351.82,-3,On-Time
9809.0,blue dart,electronics,scooter,same day,west,clear,130.7,30.35,4,8,no,delivered,4,844.55,-4,On-Time
9810.0,xpressbees,documents,truck,two day,north,clear,187.2,28.56,8,16,no,delivered,5,1021.68,-8,On-Time
9811.0,ecom express,electronics,ev van,two day,central,cold,259.5,31.77,11,16,no,delivered,5,1392.81,-5,On-Time
9812.0,shadowfax,pharmacy,bike,two day,north,rainy,41.7,22.95,8,16,no,delivered,5,277.35,-8,On-Time
9813.0,dhl,clothing,bike,same day,central,foggy,203.4,40.68,10,8,yes,delayed,2,1239.04,2,Late
9814.0,amazon logistics,documents,ev van,two day,west,rainy,203.0,4.7,12,16,no,delivered,5,1029.1,-4,On-Time
9815.0,fedex,pharmacy,ev bike,same day,central,foggy,165.5,39.11,7,8,no,delivered,5,1044.83,-1,On-Time
9816.0,blue dart,documents,scooter,same day,west,foggy,272.1,12.43,7,8,no,delivered,4,1497.79,-1,On-Time
9817.0,ekart,pharmacy,van,standard,north,rainy,159.3,28.79,7,24,no,delivered,3,882.87,-17,On-Time
9818.0,xpressbees,automobile parts,bike,two day,west,clear,48.2,6.9,2,16,no,delivered,5,261.7,-14,On-Time
9819.0,fedex,automobile parts,ev van,express,west,hot,201.7,5.06,4,6,no,delivered,4,1073.68,-2,On-Time
9820.0,blue dart,cosmetics,truck,standard,east,stormy,125.7,29.96,7,24,no,delivered,4,718.38,-17,On-Time
9821.0,amazon logistics,automobile parts,scooter,two day,east,stormy,297.1,5.79,9,16,no,delivered,4,1504.37,-7,On-Time
9822.0,blue dart,cosmetics,scooter,two day,east,clear,244.2,10.84,4,16,no,delivered,3,1253.52,-12,On-Time
9823.0,blue dart,electronics,ev bike,two day,south,hot,42.0,8.93,1,16,no,delivered,5,236.79,-15,On-Time
9824.0,fedex,automobile parts,truck,two day,west,hot,112.6,35.13,2,16,no,delivered,3,668.39,-14,On-Time
9825.0,delhivery,pharmacy,ev bike,two day,east,foggy,48.0,39.7,4,16,no,delivered,5,359.1,-12,On-Time
9826.0,dhl,electronics,scooter,express,north,stormy,271.5,10.74,9,7,yes,delayed,2,1439.72,2,Late
9827.0,ecom express,pharmacy,ev van,standard,west,foggy,10.1,35.68,2,24,no,delivered,4,157.54,-22,On-Time
